from_smiles,to_smiles,property,radius,environment,count,avg,std,kurtosis,skewness,min,q1,median,q3,max,paired_t,p_value
[*:1]c1ccc(C)cc1,[*:1]c1ccc(C(F)(F)F)cc1,pCHEMBL,0,[*:1],3,2.234052778941338,1.2592037460955916,-1.4999999999999998,-0.1665917315111713,1.0969100130080562,1.3271604070832177,2.017911589308702,3.194980448207617,3.5873367345072555,-3.072968081547534,0.09158231648040392
[*:1]c1cccc2[nH]nc(N)c12,[*:1]c1cc(C)ccn1,pCHEMBL,0,[*:1],3,0.5672603834603738,2.38605649558771,-1.5,0.3702094609752633,-2.1761693116671124,-1.2024176714584187,1.7188372491676622,2.049044221952344,2.1591132128805715,-0.4117772597133605,0.7204390707782105
[*:1]c1cccc(OC)c1,[*:1]c1cccc(F)c1,pCHEMBL,0,[*:1],6,1.1140447280235668,1.793747519159316,-0.8576679274332273,0.5250944253321806,-1.8282758564176564,-0.1221294123158971,1.6581158846712745,2.34206491287883,2.976376954653576,-1.5213072660160891,0.18866711570885375
[*:1]C(C)C,[*:1][H],pCHEMBL,0,[*:1],3,1.336218671692719,0.466576450307487,-1.5000000000000004,0.0554179807038044,0.8831516570497548,0.9899341918546104,1.3102817962691766,1.688987370386713,1.8152225617592253,4.96038457978051,0.03832056609852764
[*:1]OC,[*:1]F,pCHEMBL,0,[*:1],9,0.8240298787818691,1.59353104305711,-1.132830921346565,0.2169099593312962,-1.8282758564176564,-0.2863507861987751,1.2495010649254308,2.135564256532546,2.976376954653576,-1.551328194776191,0.1594221963183778
[*:1]c1cnc2ccnn2c1,[*:1]c1cccnc1,pCHEMBL,0,[*:1],4,1.2484069544282914,0.0970224344036515,-1.1578102510777066,-0.0844607887078059,1.136257281651944,1.1780920605070762,1.2444169562456775,1.318721848349507,1.3685366235698666,-25.734397659708826,0.00012869834207247284
[*:1]c1ccc([*:2])c(F)c1,[*:1]c1ccc(Cl)c(C([*:2])(F)F)c1,pCHEMBL,0,[*:1].[*:2],6,0.9668666113333862,0.537536817430844,-0.6642137376403845,-0.746619835014633,0.0404990922421166,0.5865747057900084,1.2333608369998688,1.345128817145147,1.3622753788233082,4.405893271497357,0.0069833033168942875
[*:1]c1ccc(F)c([*:2])c1,[*:1]c1ccc(Cl)c(C([*:2])(F)F)c1,pCHEMBL,0,[*:1].[*:2],6,0.9668666113333862,0.5375368174308439,-0.6642137376403845,0.7466198350146326,0.0404990922421166,0.5865747057900084,1.2333608369998688,1.345128817145147,1.3622753788233082,-4.405893271497359,0.006983303316894275
[*:1]c1ccc([*:2])c([*:3])c1,[*:1]c1ccc(Cl)c(C([*:2])([*:3])F)c1,pCHEMBL,0,[*:1].[*:2].[*:3],6,0.9668666113333862,0.537536817430844,-0.6642137376403845,-0.746619835014633,0.0404990922421166,0.5865747057900084,1.2333608369998688,1.345128817145147,1.3622753788233082,4.405893271497357,0.0069833033168942875
[*:1]c1ccccc1,[*:1]C(F)(F)F,pCHEMBL,0,[*:1],3,1.1780885991871213,0.4779883548698364,-1.4999999999999996,0.1000324754979354,0.6777807052660805,0.8149346232913297,1.2263963773670774,1.529165630537924,1.6300887149282062,-4.26895192910171,0.0507332549566386
